Frequenz (Hz)	Pegel (dB)
6120,117188	-93,081520
6123,046875	-92,529449
6125,976562	-92,585220
6128,906250	-91,875916
6131,835938	-92,200684
6134,765625	-91,869919
6137,695312	-92,551186
6140,625000	-93,506226
6143,554688	-92,594131
6146,484375	-92,102928
6149,414062	-92,484375
6152,343750	-92,795212
6155,273438	-92,885872
6158,203125	-92,622337
6161,132812	-92,160027
6164,062500	-91,470100
6166,992188	-92,530930
6169,921875	-92,887749
6172,851562	-91,905060
6175,781250	-92,146629
6178,710938	-92,374214
6181,640625	-92,947166
6184,570312	-92,740631
6187,500000	-92,968956
6190,429688	-92,601944
6193,359375	-92,003700
6196,289062	-92,440926
6199,218750	-92,482742
6202,148438	-93,050980
6205,078125	-93,485023
6208,007812	-92,941811
6210,937500	-92,316780
6213,867188	-92,561844
6216,796875	-92,084816
6219,726562	-92,024223
6222,656250	-92,179688
6225,585938	-92,304779
6228,515625	-92,311668
6231,445312	-92,430771
6234,375000	-92,915726
6237,304688	-92,608620
6240,234375	-91,998100
6243,164062	-91,993797
6246,093750	-92,467918
6249,023438	-92,323212
6251,953125	-91,596909
6254,882812	-92,637642
6257,812500	-92,485558
6260,742188	-92,117485
6263,671875	-90,039330
6266,601562	-91,115356
6269,531250	-92,632767
6272,460938	-91,870422
6275,390625	-91,779068
6278,320312	-92,491829
6281,250000	-92,710785
6284,179688	-92,839706
6287,109375	-92,531670
6290,039062	-92,770988
6292,968750	-92,612259
6295,898438	-92,698944
6298,828125	-93,035400
6301,757812	-92,108467
6304,687500	-92,635674
6307,617188	-92,652161
6310,546875	-91,781525
6313,476562	-90,335464
6316,406250	-91,163422
6319,335938	-92,336731
6322,265625	-92,117088
6325,195312	-92,422852
6328,125000	-91,872238
6331,054688	-91,624664
6333,984375	-91,817848
6336,914062	-92,281059
6339,843750	-92,765556
6342,773438	-92,604233
6345,703125	-93,296898
6348,632812	-93,035019
6351,562500	-92,678818
6354,492188	-92,475723
6357,421875	-93,124222
6360,351562	-91,562111
6363,281250	-91,014084
6366,210938	-90,759621
6369,140625	-92,242790
6372,070312	-92,825157
6375,000000	-92,731987
6377,929688	-92,784576
6380,859375	-93,161385
6383,789062	-93,350983
6386,718750	-92,912125
6389,648438	-91,895058
6392,578125	-92,054314
6395,507812	-92,166641
6398,437500	-92,078430
6401,367188	-91,754761
6404,296875	-93,256126
6407,226562	-93,479828
6410,156250	-92,815048
6413,085938	-92,410439
6416,015625	-93,034393
6418,945312	-92,959572
6421,875000	-92,477089
6424,804688	-93,272079
6427,734375	-92,475945
6430,664062	-92,597122
6433,593750	-92,478676
6436,523438	-92,706039
6439,453125	-92,570999
6442,382812	-91,745590
6445,312500	-92,783417
6448,242188	-92,399643
6451,171875	-92,005775
6454,101562	-91,351677
6457,031250	-91,499229
6459,960938	-91,097847
6462,890625	-89,658119
6465,820312	-88,809944
6468,750000	-91,858925
6471,679688	-93,147316
6474,609375	-92,659683
6477,539062	-92,145103
6480,468750	-92,507553
6483,398438	-92,400909
6486,328125	-92,558205
6489,257812	-92,530609
6492,187500	-92,957741
6495,117188	-92,962471
6498,046875	-92,353127
6500,976562	-92,198181
6503,906250	-91,791313
6506,835938	-92,017685
6509,765625	-92,473015
6512,695312	-91,114418
6515,625000	-90,853966
6518,554688	-91,953140
6521,484375	-92,158287
6524,414062	-92,491035
6527,343750	-92,246223
6530,273438	-92,356003
6533,203125	-92,141235
6536,132812	-92,902931
6539,062500	-93,050163
6541,992188	-93,124954
6544,921875	-92,213676
6547,851562	-92,193962
6550,781250	-91,992142
6553,710938	-91,773849
6556,640625	-92,109924
6559,570312	-92,498024
6562,500000	-90,020050
6565,429688	-88,520561
6568,359375	-90,768425
6571,289062	-92,969406
6574,218750	-93,239250
6577,148438	-92,258980
6580,078125	-92,302292
6583,007812	-92,183182
6585,937500	-91,554344
6588,867188	-91,974564
6591,796875	-91,861885
6594,726562	-92,387169
6597,656250	-91,934647
6600,585938	-91,902206
6603,515625	-91,605324
6606,445312	-92,497627
6609,375000	-92,942459
6612,304688	-92,778534
6615,234375	-92,039452
6618,164062	-92,311935
6621,093750	-92,541153
6624,023438	-92,302429
6626,953125	-92,253502
6629,882812	-92,612602
6632,812500	-92,266983
6635,742188	-91,851326
6638,671875	-92,146805
6641,601562	-92,335808
6644,531250	-91,863289
6647,460938	-92,664711
6650,390625	-92,735764
6653,320312	-91,948853
6656,250000	-91,887871
6659,179688	-91,956604
6662,109375	-89,864075
6665,039062	-87,983665
6667,968750	-89,796516
6670,898438	-91,759933
6673,828125	-92,086174
6676,757812	-92,384399
6679,687500	-92,464600
6682,617188	-92,730789
6685,546875	-92,986259
6688,476562	-92,842491
6691,406250	-92,186172
6694,335938	-92,122704
6697,265625	-91,799736
6700,195312	-91,296059
6703,125000	-92,341545
6706,054688	-92,532654
6708,984375	-92,861862
6711,914062	-92,460274
6714,843750	-90,557510
6717,773438	-91,374557
6720,703125	-92,107033
6723,632812	-91,852318
6726,562500	-92,222504
6729,492188	-92,447021
6732,421875	-92,007736
6735,351562	-92,114349
6738,281250	-92,079018
6741,210938	-92,404037
6744,140625	-92,488884
6747,070312	-93,088463
6750,000000	-92,568832
6752,929688	-92,642738
6755,859375	-91,847252
6758,789062	-92,109818
6761,718750	-91,258347
6764,648438	-90,136345
6767,578125	-90,688416
6770,507812	-92,057693
6773,437500	-92,447220
6776,367188	-92,239891
6779,296875	-92,436150
6782,226562	-92,409096
6785,156250	-91,962090
6788,085938	-91,745163
6791,015625	-91,836250
6793,945312	-91,251839
6796,875000	-91,745392
6799,804688	-92,191254
6802,734375	-92,306007
6805,664062	-92,184761
6808,593750	-91,915001
6811,523438	-92,803574
6814,453125	-92,354866
6817,382812	-92,162422
6820,312500	-92,855156
6823,242188	-92,267654
6826,171875	-91,343094
6829,101562	-91,729698
6832,031250	-92,662140
6834,960938	-93,286980
6837,890625	-93,282761
6840,820312	-92,819695
6843,750000	-92,264702
6846,679688	-91,713554
6849,609375	-92,071030
6852,539062	-91,791725
6855,468750	-91,410851
6858,398438	-91,586746
6861,328125	-90,226456
6864,257812	-87,936462
6867,187500	-88,469086
6870,117188	-91,181763
6873,046875	-92,658119
6875,976562	-92,395210
6878,906250	-92,064621
6881,835938	-92,001083
6884,765625	-91,800018
6887,695312	-92,055855
6890,625000	-92,627769
6893,554688	-92,773254
6896,484375	-92,422211
6899,414062	-91,612625
6902,343750	-91,947624
6905,273438	-92,426208
6908,203125	-92,749504
6911,132812	-92,125664
6914,062500	-91,637894
6916,992188	-92,005417
6919,921875	-91,553596
6922,851562	-92,024055
6925,781250	-92,112801
6928,710938	-91,080338
6931,640625	-91,526253
6934,570312	-92,158020
6937,500000	-92,656761
6940,429688	-92,356056
6943,359375	-91,806755
6946,289062	-92,339882
6949,218750	-92,509857
6952,148438	-91,662308
6955,078125	-92,106049
6958,007812	-92,651657
6960,937500	-91,262794
6963,867188	-90,040245
6966,796875	-90,691666
6969,726562	-91,965805
6972,656250	-91,741859
6975,585938	-91,898468
6978,515625	-91,421387
6981,445312	-91,917084
6984,375000	-92,652641
6987,304688	-92,368103
6990,234375	-92,237366
6993,164062	-91,691818
6996,093750	-91,323067
6999,023438	-92,019012
7001,953125	-92,079208
7004,882812	-92,232666
7007,812500	-92,205742
7010,742188	-92,394371
7013,671875	-92,009628
7016,601562	-91,638443
7019,531250	-91,388405
7022,460938	-91,741776
7025,390625	-91,669197
7028,320312	-91,786499
7031,250000	-92,290466
7034,179688	-92,217140
7037,109375	-91,903313
7040,039062	-91,632385
7042,968750	-91,528191
7045,898438	-92,391273
7048,828125	-92,202972
7051,757812	-92,035477
7054,687500	-91,508400
7057,617188	-91,867966
7060,546875	-91,603760
7063,476562	-89,822784
7066,406250	-89,582779
7069,335938	-91,429657
7072,265625	-92,456627
7075,195312	-92,058746
7078,125000	-91,877823
7081,054688	-92,414429
7083,984375	-92,358337
7086,914062	-91,822052
7089,843750	-91,454155
7092,773438	-91,566216
7095,703125	-91,621330
7098,632812	-91,770271
7101,562500	-92,600220
7104,492188	-91,781425
7107,421875	-91,970367
7110,351562	-91,388275
7113,281250	-91,279434
7116,210938	-90,702805
7119,140625	-91,671234
7122,070312	-91,657150
7125,000000	-91,955315
7127,929688	-92,916801
7130,859375	-92,461884
7133,789062	-92,145821
7136,718750	-91,802612
7139,648438	-91,801254
7142,578125	-92,400299
7145,507812	-92,523438
7148,437500	-92,127510
7151,367188	-92,342758
7154,296875	-91,691666
7157,226562	-91,540527
7160,156250	-91,235168
7163,085938	-90,487419
7166,015625	-90,593735
7168,945312	-90,753510
7171,875000	-90,752007
7174,804688	-91,529427
7177,734375	-92,065605
7180,664062	-92,349541
7183,593750	-92,227058
7186,523438	-91,901604
7189,453125	-92,166801
7192,382812	-91,494843
7195,312500	-91,711250
7198,242188	-92,868462
7201,171875	-92,437927
7204,101562	-93,194969
7207,031250	-92,332253
7209,960938	-92,062538
7212,890625	-91,562241
7215,820312	-90,967339
7218,750000	-91,919571
7221,679688	-92,505035
7224,609375	-92,055161
7227,539062	-92,662827
7230,468750	-92,911346
7233,398438	-92,895721
7236,328125	-92,676971
7239,257812	-92,835579
7242,187500	-92,363792
7245,117188	-91,818367
7248,046875	-91,872162
7250,976562	-91,889297
7253,906250	-91,373306
7256,835938	-91,629517
7259,765625	-91,866180
7262,695312	-91,432762
7265,625000	-90,746872
7268,554688	-90,865456
7271,484375	-91,769379
7274,414062	-92,539604
7277,343750	-91,917900
7280,273438	-91,919815
7283,203125	-91,952621
7286,132812	-92,166534
7289,062500	-92,849556
7291,992188	-92,870728
7294,921875	-91,936195
7297,851562	-91,721077
7300,781250	-91,709885
7303,710938	-91,740440
7306,640625	-92,577057
7309,570312	-93,231018
7312,500000	-93,176834
7315,429688	-92,758774
7318,359375	-91,996857
7321,289062	-92,001587
7324,218750	-91,866722
7327,148438	-92,446213
7330,078125	-92,716522
7333,007812	-91,828827
7335,937500	-91,677177
7338,867188	-92,144791
7341,796875	-92,552040
7344,726562	-92,408958
7347,656250	-92,252792
7350,585938	-92,224228
7353,515625	-92,495735
7356,445312	-92,088562
7359,375000	-92,460297
7362,304688	-91,418610
7365,234375	-90,768654
7368,164062	-91,844017
7371,093750	-92,135963
7374,023438	-93,053581
7376,953125	-92,313713
7379,882812	-92,026756
7382,812500	-92,604607
7385,742188	-92,309898
7388,671875	-92,641922
7391,601562	-91,503342
7394,531250	-91,376282
7397,460938	-91,687271
7400,390625	-92,108398
7403,320312	-92,061241
7406,250000	-91,520790
7409,179688	-91,908699
7412,109375	-92,169258
7415,039062	-92,086876
7417,968750	-92,736473
7420,898438	-92,675064
7423,828125	-92,578339
7426,757812	-92,097130
7429,687500	-91,060837
7432,617188	-91,225952
7435,546875	-91,411682
7438,476562	-92,572655
7441,406250	-92,822968
7444,335938	-91,952026
7447,265625	-91,780800
7450,195312	-91,853439
7453,125000	-91,641289
7456,054688	-91,364990
7458,984375	-91,889061
7461,914062	-91,622261
7464,843750	-90,799324
7467,773438	-91,385567
7470,703125	-93,262672
7473,632812	-92,716461
7476,562500	-92,564018
7479,492188	-91,948250
7482,421875	-91,303917
7485,351562	-91,827652
7488,281250	-92,169952
7491,210938	-93,599518
7494,140625	-92,735619
7497,070312	-92,449600
7500,000000	-91,832283
7502,929688	-91,677071
7505,859375	-91,792358
7508,789062	-92,186501
7511,718750	-92,152031
7514,648438	-91,762924
7517,578125	-93,035934
7520,507812	-92,791145
7523,437500	-92,081657
7526,367188	-91,772209
7529,296875	-91,937737
7532,226562	-91,940948
7535,156250	-92,002579
7538,085938	-92,435455
7541,015625	-92,070312
7543,945312	-91,647827
7546,875000	-92,504295
7549,804688	-92,040451
7552,734375	-92,912697
7555,664062	-91,783951
7558,593750	-91,772835
7561,523438	-91,473488
7564,453125	-91,000420
7567,382812	-90,846489
7570,312500	-91,234665
7573,242188	-92,101036
7576,171875	-91,524940
7579,101562	-91,534088
7582,031250	-92,083611
7584,960938	-92,370354
7587,890625	-92,368477
7590,820312	-92,824303
7593,750000	-92,246780
7596,679688	-92,456932
7599,609375	-91,906784
7602,539062	-92,341553
7605,468750	-92,629028
7608,398438	-92,481712
7611,328125	-92,425064
7614,257812	-92,430916
7617,187500	-92,823837
7620,117188	-92,983749
7623,046875	-91,954781
7625,976562	-91,847717
7628,906250	-91,506584
7631,835938	-91,991989
7634,765625	-92,542068
7637,695312	-92,630165
7640,625000	-92,319237
7643,554688	-91,709908
7646,484375	-91,220734
7649,414062	-91,842888
7652,343750	-91,795303
7655,273438	-91,117401
7658,203125	-91,570946
7661,132812	-91,867325
7664,062500	-92,144127
7666,992188	-90,565323
7669,921875	-91,169395
7672,851562	-92,123291
7675,781250	-91,923759
7678,710938	-92,331642
7681,640625	-91,934052
7684,570312	-92,501816
7687,500000	-92,438423
7690,429688	-92,651711
7693,359375	-91,988251
7696,289062	-92,443222
7699,218750	-93,047005
7702,148438	-91,920143
7705,078125	-92,459702
7708,007812	-92,428932
7710,937500	-92,864754
7713,867188	-91,935181
7716,796875	-91,837555
7719,726562	-92,100365
7722,656250	-92,373192
7725,585938	-92,393089
7728,515625	-91,793457
7731,445312	-92,354820
7734,375000	-92,733727
7737,304688	-92,750397
7740,234375	-92,471306
7743,164062	-91,963867
7746,093750	-92,130196
7749,023438	-91,550781
7751,953125	-91,539131
7754,882812	-92,077209
7757,812500	-91,603661
7760,742188	-90,738838
7763,671875	-89,340363
7766,601562	-87,767227
7769,531250	-88,072655
7772,460938	-91,034103
7775,390625	-91,569633
7778,320312	-92,311897
7781,250000	-92,448334
7784,179688	-92,581146
7787,109375	-93,146156
7790,039062	-92,004715
7792,968750	-92,454918
7795,898438	-92,811546
7798,828125	-91,843491
7801,757812	-91,425423
7804,687500	-92,435455
7807,617188	-93,222633
7810,546875	-92,317932
7813,476562	-91,449600
7816,406250	-91,088615
7819,335938	-91,188797
7822,265625	-92,277115
7825,195312	-92,455811
7828,125000	-91,527977
7831,054688	-91,220779
7833,984375	-91,309135
7836,914062	-92,302155
7839,843750	-91,738045
7842,773438	-91,974342
7845,703125	-92,607201
7848,632812	-92,102592
7851,562500	-92,246223
7854,492188	-91,575630
7857,421875	-91,715897
7860,351562	-91,821243
7863,281250	-89,380486
7866,210938	-87,160164
7869,140625	-87,516548
7872,070312	-91,197624
7875,000000	-91,515831
7877,929688	-91,532166
7880,859375	-91,333557
7883,789062	-90,842155
7886,718750	-91,935440
7889,648438	-92,000084
7892,578125	-91,808472
7895,507812	-92,100883
7898,437500	-92,577019
7901,367188	-91,806877
7904,296875	-91,870201
7907,226562	-92,316368
7910,156250	-92,489014
7913,085938	-92,839874
7916,015625	-91,668068
7918,945312	-91,989624
7921,875000	-92,035004
7924,804688	-92,181747
7927,734375	-91,681686
7930,664062	-91,329826
7933,593750	-91,294632
7936,523438	-91,921165
7939,453125	-92,459091
7942,382812	-92,064636
7945,312500	-91,918205
7948,242188	-91,833008
7951,171875	-92,039818
7954,101562	-91,293427
7957,031250	-91,990425
7959,960938	-91,916733
7962,890625	-89,983139
7965,820312	-87,485298
7968,750000	-87,285606
7971,679688	-90,663589
7974,609375	-92,245346
7977,539062	-92,785278
7980,468750	-92,989647
7983,398438	-92,661743
7986,328125	-91,798309
7989,257812	-91,636795
7992,187500	-91,594330
7995,117188	-91,629616
7998,046875	-92,155334
8000,976562	-92,201126
8003,906250	-92,633011
8006,835938	-91,970009
8009,765625	-91,638008
8012,695312	-92,398338
8015,625000	-92,165283
8018,554688	-91,968208
8021,484375	-92,547798
8024,414062	-92,504555
8027,343750	-92,318657
8030,273438	-91,872284
8033,203125	-91,768288
8036,132812	-92,171349
8039,062500	-91,914764
8041,992188	-91,564461
8044,921875	-92,232773
8047,851562	-92,231514
8050,781250	-92,379410
8053,710938	-92,580566
8056,640625	-92,379288
8059,570312	-92,029221
8062,500000	-90,504250
8065,429688	-86,609474
8068,359375	-85,658928
8071,289062	-88,774719
8074,218750	-92,221733
8077,148438	-93,135742
8080,078125	-92,206123
8083,007812	-91,479752
8085,937500	-92,070717
8088,867188	-91,820145
8091,796875	-92,128609
8094,726562	-92,314651
8097,656250	-92,545654
8100,585938	-92,215164
8103,515625	-92,418945
8106,445312	-92,649605
8109,375000	-92,489861
8112,304688	-92,284370
8115,234375	-91,942429
8118,164062	-91,338844
8121,093750	-91,509651
8124,023438	-92,081032
8126,953125	-93,484032
8129,882812	-92,288361
8132,812500	-91,544838
8135,742188	-91,767090
8138,671875	-92,411102
8141,601562	-91,372375
8144,531250	-91,991402
8147,460938	-92,547546
8150,390625	-92,962471
8153,320312	-92,037094
8156,250000	-91,801704
8159,179688	-91,799591
8162,109375	-91,129799
8165,039062	-87,679832
8167,968750	-86,683929
8170,898438	-88,587578
8173,828125	-92,038651
8176,757812	-92,255936
8179,687500	-91,867996
8182,617188	-91,422829
8185,546875	-91,328682
8188,476562	-91,476257
8191,406250	-91,918549
8194,335938	-92,094620
8197,265625	-91,778641
8200,195312	-91,411560
8203,125000	-91,971779
8206,054688	-92,593941
8208,984375	-92,262466
8211,914062	-92,144493
8214,843750	-91,424606
8217,773438	-91,384460
8220,703125	-92,052711
8223,632812	-92,867813
8226,562500	-92,058380
8229,492188	-92,057327
8232,421875	-92,407768
8235,351562	-92,263252
8238,281250	-92,603539
8241,210938	-91,901894
8244,140625	-92,082039
8247,070312	-92,931610
8250,000000	-91,936424
8252,929688	-91,627106
8255,859375	-92,365913
8258,789062	-91,752190
8261,718750	-91,668335
8264,648438	-89,227287
8267,578125	-87,882965
8270,507812	-88,601768
8273,437500	-91,611961
8276,367188	-93,176552
8279,296875	-92,207558
8282,226562	-92,575310
8285,156250	-92,596931
8288,085938	-91,980415
8291,015625	-92,256668
8293,945312	-92,018242
8296,875000	-91,536957
8299,804688	-91,721672
8302,734375	-92,620499
8305,664062	-92,058334
8308,593750	-92,463943
8311,523438	-92,793243
8314,453125	-92,793182
8317,382812	-92,785355
8320,312500	-92,347107
8323,242188	-92,752800
8326,171875	-92,334312
8329,101562	-91,954292
8332,031250	-91,635323
8334,960938	-92,062698
8337,890625	-91,507355
8340,820312	-91,744888
8343,750000	-92,985344
8346,679688	-92,651443
8349,609375	-92,546707
8352,539062	-92,383720
8355,468750	-92,216042
8358,398438	-91,959976
8361,328125	-91,416054
8364,257812	-91,436333
8367,187500	-90,700722
8370,117188	-90,090118
8373,046875	-91,115273
8375,976562	-92,211502
8378,906250	-92,617821
8381,835938	-92,387177
8384,765625	-91,751617
8387,695312	-92,295685
8390,625000	-92,139229
8393,554688	-92,579430
8396,484375	-92,567970
8399,414062	-92,851273
8402,343750	-91,911301
8405,273438	-91,184944
8408,203125	-92,202354
8411,132812	-92,873108
8414,062500	-92,571152
8416,992188	-92,003685
8419,921875	-91,759613
8422,851562	-92,214973
8425,781250	-93,080353
8428,710938	-92,907898
8431,640625	-92,329567
8434,570312	-92,285583
8437,500000	-92,101479
8440,429688	-91,265022
8443,359375	-91,754913
8446,289062	-92,698235
8449,218750	-92,856079
8452,148438	-93,319611
8455,078125	-92,102310
8458,007812	-92,120605
8460,937500	-91,689766
8463,867188	-91,672981
8466,796875	-91,292343
8469,726562	-90,789673
8472,656250	-91,299316
8475,585938	-91,856560
8478,515625	-92,209167
8481,445312	-92,896782
8484,375000	-92,189064
8487,304688	-91,866646
8490,234375	-92,116074
8493,164062	-92,822121
8496,093750	-93,013786
8499,023438	-92,570114
8501,953125	-91,904419
8504,882812	-91,956429
8507,812500	-92,251106
8510,742188	-92,834229
8513,671875	-92,161575
8516,601562	-91,406349
8519,531250	-90,751122
8522,460938	-91,461380
8525,390625	-92,664635
8528,320312	-92,070557
8531,250000	-92,337715
8534,179688	-92,697563
8537,109375	-91,974831
8540,039062	-91,799400
8542,968750	-92,370689
8545,898438	-92,125404
8548,828125	-92,046432
8551,757812	-92,373833
8554,687500	-92,781746
8557,617188	-91,770988
8560,546875	-91,285431
8563,476562	-91,201462
8566,406250	-90,692055
8569,335938	-90,088852
8572,265625	-90,587570
8575,195312	-92,274345
8578,125000	-92,721542
8581,054688	-91,785843
8583,984375	-91,331352
8586,914062	-92,019333
8589,843750	-92,306190
8592,773438	-92,749741
8595,703125	-91,898895
8598,632812	-91,881874
8601,562500	-91,712723
8604,492188	-91,133987
8607,421875	-91,932564
8610,351562	-92,434746
8613,281250	-91,930786
8616,210938	-92,225952
8619,140625	-91,107819
8622,070312	-92,071968
8625,000000	-93,504814
8627,929688	-92,741089
8630,859375	-92,523315
8633,789062	-92,092819
8636,718750	-91,719818
8639,648438	-92,890701
8642,578125	-92,299026
8645,507812	-91,756310
8648,437500	-92,311913
8651,367188	-92,386131
8654,296875	-92,522423
8657,226562	-91,951546
8660,156250	-91,582710
8663,085938	-91,166389
8666,015625	-91,584259
8668,945312	-91,052940
8671,875000	-91,009628
8674,804688	-92,019104
8677,734375	-92,346954
8680,664062	-92,291443
8683,593750	-91,719940
8686,523438	-91,435646
8689,453125	-92,259323
8692,382812	-92,534111
8695,312500	-93,081467
8698,242188	-92,499557
8701,171875	-92,425369
8704,101562	-91,986763
8707,031250	-92,726524
8709,960938	-92,809029
8712,890625	-92,556534
8715,820312	-92,060287
8718,750000	-91,557175
8721,679688	-92,103691
8724,609375	-91,957176
8727,539062	-92,725021
8730,468750	-92,472549
8733,398438	-92,617882
8736,328125	-92,595764
8739,257812	-92,605873
8742,187500	-92,772919
8745,117188	-92,757454
8748,046875	-93,024170
8750,976562	-93,047852
8753,906250	-92,406914
8756,835938	-92,555443
8759,765625	-92,242683
8762,695312	-92,601006
8765,625000	-91,154106
8768,554688	-89,132629
8771,484375	-89,656235
8774,414062	-91,015358
8777,343750	-91,622917
8780,273438	-92,673073
8783,203125	-92,026878
8786,132812	-92,000557
8789,062500	-92,616005
8791,992188	-92,723808
8794,921875	-91,856232
8797,851562	-92,205231
8800,781250	-92,608925
8803,710938	-92,589272
8806,640625	-92,574524
8809,570312	-92,615288
8812,500000	-92,297264
8815,429688	-91,936783
8818,359375	-91,030609
8821,289062	-90,972878
8824,218750	-92,554283
8827,148438	-92,812172
8830,078125	-92,356483
8833,007812	-91,489136
8835,937500	-91,408310
8838,867188	-92,934357
8841,796875	-92,563454
8844,726562	-93,063179
8847,656250	-92,675880
8850,585938	-92,757294
8853,515625	-92,675804
8856,445312	-92,254219
8859,375000	-92,370102
8862,304688	-91,804390
8865,234375	-91,597313
8868,164062	-90,112068
8871,093750	-89,701256
8874,023438	-92,262062
8876,953125	-92,923424
8879,882812	-92,529396
8882,812500	-91,564171
8885,742188	-92,116562
8888,671875	-91,965187
8891,601562	-91,681961
8894,531250	-91,828941
8897,460938	-91,920158
8900,390625	-91,845207
8903,320312	-91,282478
8906,250000	-91,585709
8909,179688	-93,087723
8912,109375	-93,132996
8915,039062	-92,365814
8917,968750	-92,061478
8920,898438	-91,106255
8923,828125	-92,701210
8926,757812	-93,231125
8929,687500	-93,271889
8932,617188	-92,499969
8935,546875	-91,700882
8938,476562	-91,644394
8941,406250	-92,112907
8944,335938	-92,535965
8947,265625	-92,092171
8950,195312	-92,170494
8953,125000	-92,010368
8956,054688	-91,636047
8958,984375	-91,630280
8961,914062	-92,129189
8964,843750	-90,487747
8967,773438	-88,555855
8970,703125	-87,984131
8973,632812	-90,560875
8976,562500	-92,394958
8979,492188	-92,766884
8982,421875	-92,129341
8985,351562	-92,504601
8988,281250	-92,360580
8991,210938	-92,239334
8994,140625	-92,925446
8997,070312	-92,560501
9000,000000	-92,663429
9002,929688	-93,070480
9005,859375	-92,421303
9008,789062	-92,157394
9011,718750	-92,268089
9014,648438	-91,805603
9017,578125	-90,661758
9020,507812	-90,260925
9023,437500	-91,879570
9026,367188	-92,479111
9029,296875	-92,605858
9032,226562	-92,463600
9035,156250	-92,046463
9038,085938	-92,232727
9041,015625	-92,261086
9043,945312	-92,471054
9046,875000	-92,372955
9049,804688	-92,200928
9052,734375	-92,380264
9055,664062	-92,279762
9058,593750	-91,717316
9061,523438	-91,844803
9064,453125	-91,527954
9067,382812	-88,446976
9070,312500	-86,363998
9073,242188	-88,483978
9076,171875	-92,573181
9079,101562	-92,730949
9082,031250	-92,487129
9084,960938	-92,783394
9087,890625	-93,289742
9090,820312	-93,048958
9093,750000	-92,025208
9096,679688	-92,114594
9099,609375	-92,414192
9102,539062	-91,770134
9105,468750	-92,363441
9108,398438	-92,166992
9111,328125	-92,271896
9114,257812	-92,034714
9117,187500	-89,501129
9120,117188	-88,505646
9123,046875	-90,336555
9125,976562	-92,270607
9128,906250	-92,728859
9131,835938	-92,490990
9134,765625	-91,927734
9137,695312	-92,311516
9140,625000	-92,523415
9143,554688	-93,157578
9146,484375	-93,082069
9149,414062	-92,546654
9152,343750	-92,613998
9155,273438	-92,982185
9158,203125	-92,270927
9161,132812	-92,572952
9164,062500	-91,642120
9166,992188	-88,867012
9169,921875	-87,978828
9172,851562	-88,964478
9175,781250	-91,491539
9178,710938	-92,630959
9181,640625	-92,738953
9184,570312	-93,139130
9187,500000	-92,863121
9190,429688	-92,767456
9193,359375	-92,893867
9196,289062	-92,608627
9199,218750	-92,809227
9202,148438	-92,482765
9205,078125	-91,953911
9208,007812	-91,858871
9210,937500	-91,945908
9213,867188	-92,654282
9216,796875	-92,831245
9219,726562	-92,198494
9222,656250	-92,053345
9225,585938	-93,080139
9228,515625	-92,424446
9231,445312	-92,256538
9234,375000	-91,972466
9237,304688	-91,449142
9240,234375	-91,561028
9243,164062	-92,052505
9246,093750	-92,008751
9249,023438	-92,805122
9251,953125	-92,447777
9254,882812	-92,024345
9257,812500	-92,146858
9260,742188	-92,173752
9263,671875	-92,561821
9266,601562	-90,401398
9269,531250	-89,200890
9272,460938	-89,471298
9275,390625	-91,576508
9278,320312	-92,044899
9281,250000	-92,130997
9284,179688	-91,863747
9287,109375	-92,663132
9290,039062	-92,548462
9292,968750	-92,301567
9295,898438	-92,816719
9298,828125	-92,714470
9301,757812	-93,037804
9304,687500	-93,072426
9307,617188	-92,388031
9310,546875	-92,135139
9313,476562	-92,522522
9316,406250	-91,947884
9319,335938	-91,927742
9322,265625	-91,822830
9325,195312	-92,056053
9328,125000	-91,893661
9331,054688	-92,363251
9333,984375	-91,962296
9336,914062	-92,400932
9339,843750	-92,669647
9342,773438	-91,688530
9345,703125	-92,668434
9348,632812	-92,893288
9351,562500	-92,940857
9354,492188	-92,628212
9357,421875	-93,248711
9360,351562	-92,998802
9363,281250	-92,121330
9366,210938	-91,659027
9369,140625	-90,461105
9372,070312	-91,018929
9375,000000	-92,526276
9377,929688	-91,584808
9380,859375	-91,840233
9383,789062	-92,761307
9386,718750	-93,167885
9389,648438	-93,984100
9392,578125	-92,936279
9395,507812	-91,993263
9398,437500	-91,574562
9401,367188	-91,646400
9404,296875	-91,985420
9407,226562	-92,871407
9410,156250	-91,977348
9413,085938	-91,746712
9416,015625	-92,901871
9418,945312	-91,442703
9421,875000	-90,198029
9424,804688	-91,349701
9427,734375	-92,932457
9430,664062	-92,734932
9433,593750	-92,447052
9436,523438	-92,648178
9439,453125	-92,627655
9442,382812	-92,501747
9445,312500	-92,966446
9448,242188	-93,475441
9451,171875	-93,532455
9454,101562	-92,157814
9457,031250	-92,791428
9459,960938	-92,506317
9462,890625	-92,210960
9465,820312	-92,235374
9468,750000	-91,301247
9471,679688	-90,346420
9474,609375	-91,551140
9477,539062	-91,753151
9480,468750	-91,751854
9483,398438	-91,693695
9486,328125	-92,470184
9489,257812	-92,355103
9492,187500	-92,108467
9495,117188	-92,462219
9498,046875	-92,341354
9500,976562	-92,684616
9503,906250	-92,409241
9506,835938	-91,709854
9509,765625	-91,737289
9512,695312	-92,165825
9515,625000	-91,882668
9518,554688	-89,957100
9521,484375	-89,985664
9524,414062	-91,723541
9527,343750	-92,748657
9530,273438	-92,821625
