Frequenz (Hz)	Pegel (dB)
12392,578125	-91,734818
12395,507812	-91,537750
12398,437500	-92,572037
12401,367188	-93,349136
12404,296875	-92,171524
12407,226562	-92,291031
12410,156250	-93,289780
12413,085938	-90,132629
12416,015625	-80,185188
12418,945312	-82,473465
12421,875000	-91,370705
12424,804688	-91,928810
12427,734375	-92,089821
12430,664062	-91,334335
12433,593750	-92,055168
12436,523438	-92,951294
12439,453125	-93,072853
12442,382812	-92,840897
12445,312500	-92,595284
12448,242188	-92,487091
12451,171875	-92,284218
12454,101562	-93,061432
12457,031250	-92,356346
12459,960938	-92,286034
12462,890625	-92,872078
12465,820312	-92,440781
12468,750000	-92,916023
12471,679688	-92,940643
12474,609375	-91,808182
12477,539062	-91,306801
12480,468750	-91,456139
12483,398438	-92,245117
12486,328125	-91,955399
12489,257812	-92,127411
12492,187500	-92,358345
12495,117188	-91,986397
12498,046875	-92,713974
12500,976562	-92,493683
12503,906250	-92,793671
12506,835938	-92,398987
12509,765625	-92,766998
12512,695312	-91,819099
12515,625000	-82,786469
12518,554688	-82,488968
12521,484375	-90,536697
12524,414062	-89,699585
12527,343750	-88,353813
12530,273438	-89,400681
12533,203125	-91,438950
12536,132812	-92,269775
12539,062500	-92,978157
12541,992188	-92,075104
12544,921875	-92,153114
12547,851562	-92,967033
12550,781250	-92,506401
12553,710938	-92,414825
12556,640625	-92,855438
12559,570312	-92,659958
12562,500000	-92,704559
12565,429688	-92,822975
12568,359375	-92,406746
12571,289062	-92,472153
12574,218750	-92,007446
12577,148438	-90,837158
12580,078125	-90,544571
12583,007812	-90,775177
12585,937500	-92,141441
12588,867188	-92,531296
12591,796875	-92,323601
12594,726562	-92,319267
12597,656250	-92,620026
12600,585938	-93,280914
12603,515625	-92,400528
12606,445312	-92,208145
12609,375000	-92,472321
12612,304688	-93,051376
12615,234375	-88,375237
12618,164062	-85,968620
12621,093750	-91,158264
12624,023438	-90,427521
12626,953125	-89,221664
12629,882812	-88,668442
12632,812500	-90,317535
12635,742188	-91,635262
12638,671875	-92,397751
12641,601562	-92,164360
12644,531250	-92,341156
12647,460938	-93,482590
12650,390625	-92,848732
12653,320312	-92,201622
12656,250000	-92,379730
12659,179688	-92,045753
12662,109375	-92,376778
12665,039062	-92,544258
12667,968750	-92,325508
12670,898438	-92,758591
12673,828125	-92,197037
12676,757812	-91,742409
12679,687500	-91,630058
12682,617188	-91,518623
12685,546875	-92,095718
12688,476562	-91,672501
12691,406250	-92,090294
12694,335938	-91,777512
12697,265625	-91,804230
12700,195312	-92,160736
12703,125000	-91,892738
12706,054688	-91,686569
12708,984375	-92,590385
12711,914062	-92,588470
12714,843750	-87,424149
12717,773438	-81,901680
12720,703125	-88,589661
12723,632812	-92,274788
12726,562500	-91,938667
12729,492188	-91,492615
12732,421875	-92,797859
12735,351562	-92,188293
12738,281250	-91,923065
12741,210938	-92,029823
12744,140625	-91,943848
12747,070312	-92,627617
12750,000000	-92,917480
12752,929688	-92,826126
12755,859375	-93,277885
12758,789062	-93,405937
12761,718750	-93,399666
12764,648438	-92,544640
12767,578125	-91,950684
12770,507812	-92,525528
12773,437500	-92,643990
12776,367188	-91,997749
12779,296875	-91,149788
12782,226562	-91,822586
12785,156250	-92,377052
12788,085938	-92,865662
12791,015625	-93,436752
12793,945312	-93,353828
12796,875000	-92,927116
12799,804688	-93,267387
12802,734375	-93,774109
12805,664062	-93,424774
12808,593750	-93,425621
12811,523438	-92,965416
12814,453125	-90,916550
12817,382812	-83,588860
12820,312500	-87,623039
12823,242188	-93,281914
12826,171875	-93,161064
12829,101562	-92,376373
12832,031250	-92,066101
12834,960938	-92,212784
12837,890625	-92,949921
12840,820312	-92,232269
12843,750000	-92,490150
12846,679688	-93,236786
12849,609375	-92,895271
12852,539062	-92,480385
12855,468750	-92,536964
12858,398438	-92,338608
12861,328125	-92,604050
12864,257812	-92,818947
12867,187500	-92,775055
12870,117188	-92,720711
12873,046875	-92,600502
12875,976562	-92,548271
12878,906250	-92,425369
12881,835938	-92,364944
12884,765625	-92,439690
12887,695312	-92,583176
12890,625000	-92,513023
12893,554688	-92,441757
12896,484375	-92,613678
12899,414062	-93,224838
12902,343750	-92,927795
12905,273438	-93,122223
12908,203125	-92,973839
12911,132812	-92,963882
12914,062500	-91,770180
12916,992188	-88,379478
12919,921875	-89,655937
12922,851562	-91,743767
12925,781250	-91,106369
12928,710938	-89,982437
12931,640625	-89,728409
12934,570312	-91,506683
12937,500000	-91,807159
12940,429688	-92,798721
12943,359375	-92,715881
12946,289062	-93,104797
12949,218750	-93,773338
12952,148438	-93,023499
12955,078125	-92,624107
12958,007812	-92,419487
12960,937500	-93,312035
12963,867188	-93,030579
12966,796875	-92,728424
12969,726562	-92,530594
12972,656250	-91,956688
12975,585938	-91,582603
12978,515625	-90,821045
12981,445312	-91,159004
12984,375000	-92,028969
12987,304688	-92,566513
12990,234375	-92,753540
12993,164062	-93,385025
12996,093750	-92,279366
12999,023438	-93,252716
13001,953125	-93,407318
13004,882812	-92,565346
13007,812500	-92,823425
13010,742188	-93,276070
13013,671875	-92,115730
13016,601562	-91,609497
13019,531250	-91,511513
13022,460938	-90,936951
13025,390625	-89,977829
13028,320312	-88,417618
13031,250000	-88,941536
13034,179688	-91,821327
13037,109375	-93,459946
13040,039062	-93,047844
13042,968750	-93,017876
13045,898438	-92,934059
13048,828125	-92,377411
13051,757812	-92,171021
13054,687500	-92,216721
13057,617188	-93,140114
13060,546875	-93,297951
13063,476562	-93,345795
13066,406250	-93,289177
13069,335938	-92,672859
13072,265625	-92,612129
13075,195312	-93,147804
13078,125000	-91,635262
13081,054688	-91,803574
13083,984375	-92,099983
13086,914062	-92,310104
13089,843750	-92,437653
13092,773438	-91,652130
13095,703125	-91,971893
13098,632812	-92,138969
13101,562500	-91,774925
13104,492188	-92,218933
13107,421875	-91,998764
13110,351562	-93,231117
13113,281250	-92,956123
13116,210938	-92,319824
13119,140625	-91,268623
13122,070312	-92,161781
13125,000000	-91,134514
13127,929688	-90,198692
13130,859375	-90,446747
13133,789062	-91,816605
13136,718750	-92,170242
13139,648438	-92,768265
13142,578125	-92,218353
13145,507812	-92,355537
13148,437500	-92,089989
13151,367188	-92,237915
13154,296875	-92,813141
13157,226562	-93,296654
13160,156250	-93,189087
13163,085938	-92,884476
13166,015625	-92,744942
13168,945312	-92,425102
13171,875000	-92,372215
13174,804688	-92,720413
13177,734375	-92,087585
13180,664062	-92,469345
13183,593750	-93,144699
13186,523438	-92,641861
13189,453125	-92,673912
13192,382812	-92,615288
13195,312500	-92,995033
13198,242188	-93,308655
13201,171875	-92,665878
13204,101562	-92,733002
13207,031250	-92,131454
13209,960938	-92,621613
13212,890625	-93,077293
13215,820312	-91,841820
13218,750000	-89,511093
13221,679688	-92,091270
13224,609375	-92,735283
13227,539062	-92,581520
13230,468750	-92,101479
13233,398438	-92,231628
13236,328125	-92,384415
13239,257812	-92,798698
13242,187500	-92,877678
13245,117188	-92,701012
13248,046875	-92,967628
13250,976562	-92,663338
13253,906250	-92,890144
13256,835938	-93,260239
13259,765625	-92,640671
13262,695312	-92,678726
13265,625000	-93,083412
13268,554688	-92,293945
13271,484375	-93,284660
13274,414062	-93,686745
13277,343750	-93,408218
13280,273438	-94,070526
13283,203125	-93,503983
13286,132812	-92,880043
13289,062500	-92,648010
13291,992188	-93,171432
13294,921875	-93,712692
13297,851562	-93,486549
13300,781250	-92,842552
13303,710938	-92,400909
13306,640625	-91,539482
13309,570312	-92,824753
13312,500000	-93,583672
13315,429688	-93,047287
13318,359375	-91,155380
13321,289062	-92,385170
13324,218750	-92,388062
13327,148438	-91,789024
13330,078125	-91,289902
13333,007812	-92,185066
13335,937500	-92,143890
13338,867188	-93,248329
13341,796875	-93,830482
13344,726562	-93,795410
13347,656250	-93,450500
13350,585938	-93,050842
13353,515625	-93,614975
13356,445312	-93,835396
13359,375000	-93,125175
13362,304688	-92,501144
13365,234375	-92,928207
13368,164062	-93,479912
13371,093750	-93,558121
13374,023438	-92,284225
13376,953125	-91,640503
13379,882812	-90,725945
13382,812500	-91,207657
13385,742188	-92,108330
13388,671875	-92,335846
13391,601562	-93,027878
13394,531250	-93,154533
13397,460938	-93,252533
13400,390625	-92,665443
13403,320312	-93,000069
13406,250000	-92,824890
13409,179688	-93,731377
13412,109375	-93,779373
13415,039062	-92,876511
13417,968750	-90,121521
13420,898438	-91,107536
13423,828125	-91,850449
13426,757812	-90,705376
13429,687500	-89,630363
13432,617188	-91,148460
13435,546875	-92,376709
13438,476562	-92,463608
13441,406250	-93,213020
13444,335938	-93,060844
13447,265625	-92,929375
13450,195312	-92,739319
13453,125000	-93,329910
13456,054688	-93,249184
13458,984375	-92,959877
13461,914062	-92,659653
13464,843750	-92,626297
13467,773438	-92,464233
13470,703125	-93,000473
13473,632812	-92,354561
13476,562500	-91,609718
13479,492188	-90,072136
13482,421875	-90,480522
13485,351562	-91,907692
13488,281250	-93,132179
13491,210938	-93,625237
13494,140625	-93,405060
13497,070312	-92,801193
13500,000000	-92,628548
13502,929688	-92,818596
13505,859375	-93,079659
13508,789062	-93,622108
13511,718750	-93,185112
13514,648438	-93,523842
13517,578125	-91,931160
13520,507812	-91,294319
13523,437500	-92,453217
13526,367188	-91,220413
13529,296875	-89,966347
13532,226562	-90,065300
13535,156250	-92,753334
13538,085938	-93,624214
13541,015625	-93,293518
13543,945312	-93,370056
13546,875000	-92,844398
13549,804688	-93,592888
13552,734375	-93,918831
13555,664062	-93,020409
13558,593750	-93,266571
13561,523438	-93,896492
13564,453125	-94,560715
13567,382812	-93,267830
13570,312500	-92,298027
13573,242188	-92,979660
13576,171875	-93,020119
13579,101562	-92,527184
13582,031250	-92,295746
13584,960938	-93,561981
13587,890625	-93,518265
13590,820312	-94,032181
13593,750000	-94,414474
13596,679688	-93,500420
13599,609375	-93,131737
13602,539062	-92,993202
13605,468750	-92,616966
13608,398438	-93,134956
13611,328125	-93,196564
13614,257812	-92,643471
13617,187500	-92,337273
13620,117188	-90,723618
13623,046875	-92,487671
13625,976562	-90,848618
13628,906250	-90,076385
13631,835938	-90,181747
13634,765625	-91,513092
13637,695312	-92,713142
13640,625000	-93,451286
13643,554688	-93,902916
13646,484375	-93,720062
13649,414062	-93,453720
13652,343750	-93,628311
13655,273438	-93,315010
13658,203125	-93,197723
13661,132812	-93,870705
13664,062500	-94,139488
13666,992188	-93,934959
13669,921875	-93,457291
13672,851562	-93,400864
13675,781250	-93,324211
13678,710938	-91,861847
13681,640625	-92,274521
13684,570312	-93,503716
13687,500000	-93,326881
13690,429688	-93,412872
13693,359375	-93,226517
13696,289062	-93,965263
13699,218750	-93,764984
13702,148438	-94,183449
13705,078125	-93,367523
13708,007812	-93,473816
13710,937500	-93,967216
13713,867188	-95,077782
13716,796875	-94,339836
13719,726562	-93,427505
13722,656250	-92,959534
13725,585938	-92,202583
13728,515625	-91,909325
13731,445312	-91,920631
13734,375000	-93,684067
13737,304688	-92,670998
13740,234375	-93,070656
13743,164062	-93,625603
13746,093750	-92,918900
13749,023438	-93,535469
13751,953125	-92,872749
13754,882812	-93,286301
13757,812500	-93,082603
13760,742188	-92,710075
13763,671875	-92,807968
13766,601562	-93,574867
13769,531250	-92,566139
13772,460938	-92,594009
13775,390625	-93,354080
13778,320312	-93,207375
13781,250000	-92,873787
13784,179688	-93,599846
13787,109375	-93,725800
13790,039062	-93,386467
13792,968750	-93,906639
13795,898438	-94,239197
13798,828125	-93,715820
13801,757812	-94,284546
13804,687500	-93,949402
13807,617188	-93,412048
13810,546875	-93,527458
13813,476562	-94,008537
13816,406250	-93,397011
13819,335938	-91,450943
13822,265625	-92,406540
13825,195312	-92,334023
13828,125000	-92,093513
13831,054688	-90,533173
13833,984375	-91,151192
13836,914062	-93,060555
13839,843750	-93,627892
13842,773438	-93,604301
13845,703125	-93,647903
13848,632812	-93,546608
13851,562500	-93,714699
13854,492188	-94,104286
13857,421875	-93,874229
13860,351562	-93,009651
13863,281250	-93,252480
13866,210938	-93,380791
13869,140625	-93,136467
13872,070312	-93,190186
13875,000000	-93,663651
13877,929688	-93,775887
13880,859375	-93,384209
13883,789062	-94,276649
13886,718750	-94,153923
13889,648438	-94,461037
13892,578125	-93,775307
13895,507812	-92,914223
13898,437500	-93,010002
13901,367188	-93,050568
13904,296875	-93,783173
13907,226562	-93,494148
13910,156250	-93,209084
13913,085938	-93,263832
13916,015625	-93,528015
13918,945312	-93,280327
13921,875000	-93,127548
13924,804688	-92,729782
13927,734375	-91,790886
13930,664062	-91,068779
13933,593750	-91,324966
13936,523438	-92,873146
13939,453125	-92,842545
13942,382812	-93,528481
13945,312500	-93,417778
13948,242188	-93,735924
13951,171875	-94,124664
13954,101562	-93,722672
13957,031250	-93,705299
13959,960938	-93,858437
13962,890625	-94,407143
13965,820312	-93,706451
13968,750000	-93,405296
13971,679688	-92,879341
13974,609375	-93,101601
13977,539062	-94,003197
13980,468750	-93,743164
13983,398438	-93,902687
13986,328125	-94,310493
13989,257812	-93,637100
13992,187500	-93,382004
13995,117188	-93,816795
13998,046875	-93,428368
14000,976562	-93,350464
14003,906250	-93,895493
14006,835938	-93,662254
14009,765625	-93,096786
14012,695312	-92,870636
14015,625000	-92,843422
14018,554688	-93,259239
14021,484375	-93,121422
14024,414062	-93,365997
14027,343750	-91,329475
14030,273438	-90,688492
14033,203125	-91,574211
14036,132812	-93,210526
14039,062500	-93,896835
14041,992188	-94,323051
14044,921875	-94,158310
14047,851562	-93,007141
14050,781250	-92,498405
14053,710938	-92,703445
14056,640625	-93,465393
14059,570312	-94,468529
14062,500000	-93,810898
14065,429688	-93,474136
14068,359375	-93,747910
14071,289062	-94,229095
14074,218750	-93,537048
14077,148438	-92,742706
14080,078125	-92,851570
14083,007812	-93,224586
14085,937500	-93,720657
14088,867188	-93,992355
14091,796875	-93,209976
14094,726562	-92,848755
14097,656250	-93,149254
14100,585938	-93,331909
14103,515625	-94,108459
14106,445312	-94,260529
14109,375000	-93,403023
14112,304688	-93,520645
14115,234375	-93,781593
14118,164062	-93,379837
14121,093750	-93,465752
14124,023438	-94,100792
14126,953125	-92,823059
14129,882812	-92,767273
14132,812500	-91,907883
14135,742188	-92,512169
14138,671875	-93,961700
14141,601562	-94,438499
14144,531250	-93,291794
14147,460938	-93,748756
14150,390625	-94,432808
14153,320312	-93,961609
14156,250000	-93,540169
14159,179688	-94,140800
14162,109375	-94,563690
14165,039062	-93,901634
14167,968750	-93,734200
14170,898438	-93,459175
14173,828125	-93,581238
14176,757812	-93,758774
14179,687500	-92,680321
14182,617188	-91,990265
14185,546875	-92,196426
14188,476562	-93,384438
14191,406250	-93,397827
14194,335938	-93,788010
14197,265625	-93,776321
14200,195312	-94,144096
14203,125000	-94,228088
14206,054688	-93,974731
14208,984375	-93,691811
14211,914062	-94,556442
14214,843750	-93,805260
14217,773438	-93,585304
14220,703125	-93,782791
14223,632812	-93,672646
14226,562500	-91,732162
14229,492188	-91,261215
14232,421875	-90,449158
14235,351562	-91,371666
14238,281250	-92,458717
14241,210938	-93,499725
14244,140625	-93,096054
14247,070312	-93,474670
14250,000000	-93,731583
14252,929688	-93,802414
14255,859375	-94,140121
14258,789062	-94,022377
14261,718750	-93,071312
14264,648438	-93,471527
14267,578125	-94,177528
14270,507812	-93,573967
14273,437500	-93,611519
14276,367188	-92,790939
14279,296875	-93,316322
14282,226562	-92,414131
14285,156250	-92,380684
14288,085938	-93,119553
14291,015625	-93,370514
14293,945312	-93,185944
14296,875000	-93,917938
14299,804688	-94,222809
14302,734375	-94,293945
14305,664062	-93,951424
14308,593750	-93,788742
14311,523438	-93,754097
14314,453125	-94,294456
14317,382812	-93,240677
14320,312500	-93,097458
14323,242188	-92,762306
14326,171875	-92,219406
14329,101562	-92,523506
14332,031250	-91,908195
14334,960938	-92,900497
14337,890625	-93,567635
14340,820312	-93,559799
14343,750000	-93,841293
14346,679688	-94,345970
14349,609375	-93,729362
14352,539062	-93,785225
14355,468750	-94,265968
14358,398438	-94,225876
14361,328125	-94,638268
14364,257812	-93,942291
14367,187500	-93,728142
14370,117188	-94,485130
14373,046875	-94,283516
14375,976562	-93,667725
14378,906250	-93,921921
14381,835938	-92,878616
14384,765625	-93,090630
14387,695312	-93,303085
14390,625000	-93,719086
14393,554688	-94,075912
14396,484375	-94,258850
14399,414062	-94,149353
14402,343750	-93,781281
14405,273438	-93,009079
14408,203125	-93,749672
14411,132812	-93,890511
14414,062500	-94,281998
14416,992188	-93,655823
14419,921875	-93,634056
14422,851562	-93,809204
14425,781250	-92,025955
14428,710938	-90,708588
14431,640625	-90,200363
14434,570312	-91,028473
14437,500000	-92,458885
14440,429688	-93,396530
14443,359375	-93,165329
14446,289062	-92,805634
14449,218750	-93,112114
14452,148438	-93,754204
14455,078125	-93,823235
14458,007812	-93,568092
14460,937500	-93,449654
14463,867188	-93,450745
14466,796875	-93,326416
14469,726562	-93,133339
14472,656250	-93,441124
14475,585938	-93,617607
14478,515625	-93,465233
14481,445312	-92,904472
14484,375000	-92,606697
14487,304688	-92,711418
14490,234375	-94,668549
14493,164062	-94,707779
14496,093750	-93,768288
14499,023438	-94,266441
14501,953125	-94,043152
14504,882812	-94,292801
14507,812500	-94,093422
14510,742188	-93,504692
14513,671875	-93,948654
14516,601562	-93,859116
14519,531250	-92,686737
14522,460938	-92,954826
14525,390625	-92,952065
14528,320312	-91,943726
14531,250000	-92,371689
14534,179688	-93,063614
14537,109375	-93,515617
14540,039062	-93,988907
14542,968750	-94,071175
14545,898438	-94,537537
14548,828125	-94,345779
14551,757812	-94,560692
14554,687500	-93,583420
14557,617188	-93,516594
14560,546875	-94,453751
14563,476562	-94,159447
14566,406250	-93,325722
14569,335938	-93,174263
14572,265625	-93,209015
14575,195312	-93,262726
14578,125000	-92,706352
14581,054688	-92,470215
14583,984375	-92,470367
14586,914062	-93,766701
14589,843750	-93,976578
14592,773438	-93,708374
14595,703125	-93,817863
14598,632812	-93,580963
14601,562500	-93,601036
14604,492188	-94,089157
14607,421875	-94,496864
14610,351562	-94,126793
14613,281250	-93,968071
14616,210938	-93,939384
14619,140625	-93,576950
14622,070312	-93,053856
14625,000000	-93,367256
14627,929688	-92,611694
14630,859375	-92,467384
14633,789062	-92,712997
14636,718750	-93,255447
14639,648438	-93,412514
14642,578125	-94,162560
14645,507812	-94,457024
14648,437500	-93,461502
14651,367188	-93,847916
14654,296875	-95,019554
14657,226562	-94,708725
14660,156250	-94,184113
14663,085938	-94,315613
14666,015625	-94,355385
14668,945312	-94,398064
14671,875000	-93,784157
14674,804688	-93,791252
14677,734375	-93,154175
14680,664062	-92,873726
14683,593750	-92,580482
14686,523438	-93,405968
14689,453125	-93,556442
14692,382812	-93,762749
14695,312500	-94,015900
14698,242188	-94,007408
14701,171875	-93,798073
14704,101562	-93,177002
14707,031250	-94,315475
14709,960938	-93,510429
14712,890625	-93,976295
14715,820312	-93,700272
14718,750000	-93,528961
14721,679688	-92,721985
14724,609375	-93,093338
14727,539062	-93,648476
14730,468750	-93,570404
14733,398438	-93,516258
14736,328125	-93,516418
14739,257812	-94,096611
14742,187500	-94,507202
14745,117188	-93,859123
14748,046875	-93,607498
14750,976562	-93,556168
14753,906250	-94,436546
14756,835938	-94,937973
14759,765625	-94,690857
14762,695312	-94,283928
14765,625000	-93,674644
14768,554688	-94,309418
14771,484375	-94,896370
14774,414062	-94,666588
14777,343750	-94,665016
14780,273438	-93,394447
14783,203125	-92,187233
14786,132812	-92,211220
14789,062500	-93,263283
14791,992188	-93,964432
14794,921875	-94,281555
14797,851562	-94,303352
14800,781250	-94,080856
14803,710938	-93,770119
14806,640625	-93,887436
14809,570312	-93,749382
14812,500000	-94,133896
14815,429688	-94,213570
14818,359375	-93,935928
14821,289062	-92,973343
14824,218750	-93,732330
14827,148438	-93,680870
14830,078125	-93,385231
14833,007812	-93,150467
14835,937500	-92,644112
14838,867188	-92,787743
14841,796875	-93,062569
14844,726562	-93,419563
14847,656250	-93,246666
14850,585938	-93,701210
14853,515625	-93,934341
14856,445312	-93,729362
14859,375000	-94,028801
14862,304688	-93,645432
14865,234375	-93,730759
14868,164062	-93,974113
14871,093750	-93,953629
14874,023438	-94,195084
14876,953125	-93,632599
14879,882812	-92,785172
14882,812500	-93,137970
14885,742188	-93,052620
14888,671875	-93,375061
14891,601562	-94,516869
14894,531250	-93,955894
14897,460938	-94,116608
14900,390625	-93,776001
14903,320312	-93,638626
14906,250000	-94,289909
14909,179688	-94,593597
14912,109375	-93,837090
14915,039062	-93,821205
14917,968750	-94,316650
14920,898438	-94,489525
14923,828125	-93,991692
14926,757812	-93,169830
14929,687500	-92,453125
14932,617188	-92,130531
14935,546875	-92,523499
14938,476562	-92,935959
14941,406250	-93,704163
14944,335938	-93,297173
14947,265625	-92,549911
14950,195312	-93,270798
14953,125000	-93,531479
14956,054688	-94,093422
14958,984375	-94,517578
14961,914062	-93,937584
14964,843750	-93,943329
14967,773438	-93,670494
14970,703125	-93,004044
14973,632812	-92,274773
14976,562500	-92,599243
14979,492188	-93,099327
14982,421875	-92,841476
14985,351562	-92,851089
14988,281250	-93,508171
14991,210938	-93,967606
14994,140625	-94,606277
14997,070312	-93,934021
15000,000000	-93,552879
15002,929688	-93,857872
15005,859375	-94,144615
15008,789062	-93,844238
15011,718750	-93,782280
15014,648438	-93,740196
15017,578125	-94,174919
15020,507812	-93,392685
15023,437500	-92,818176
15026,367188	-93,097870
15029,296875	-92,191315
15032,226562	-91,347176
15035,156250	-91,649971
15038,085938	-92,422714
15041,015625	-93,388084
15043,945312	-93,266464
15046,875000	-93,620781
15049,804688	-93,680260
15052,734375	-93,408340
15055,664062	-93,433090
15058,593750	-93,721390
15061,523438	-93,381416
15064,453125	-93,650940
15067,382812	-93,865906
15070,312500	-93,763588
15073,242188	-94,150673
15076,171875	-94,253174
15079,101562	-94,073509
15082,031250	-93,188622
15084,960938	-93,659790
15087,890625	-93,753464
15090,820312	-93,507668
15093,750000	-93,909706
15096,679688	-94,407555
15099,609375	-94,409882
15102,539062	-93,487343
15105,468750	-93,868805
15108,398438	-93,384521
15111,328125	-93,677925
15114,257812	-93,450508
15117,187500	-94,159286
15120,117188	-93,530975
15123,046875	-92,365364
15125,976562	-92,725403
15128,906250	-92,190239
15131,835938	-92,259315
15134,765625	-92,636642
15137,695312	-93,169212
15140,625000	-93,405617
15143,554688	-93,686852
15146,484375	-93,565987
15149,414062	-93,974159
15152,343750	-94,240158
15155,273438	-93,778381
15158,203125	-93,085503
15161,132812	-93,800545
15164,062500	-92,644737
15166,992188	-93,140732
15169,921875	-93,062256
15172,851562	-92,873741
15175,781250	-93,337570
15178,710938	-92,528648
15181,640625	-92,618217
15184,570312	-93,070503
15187,500000	-93,202278
15190,429688	-94,219040
15193,359375	-94,713547
15196,289062	-93,447472
15199,218750	-94,171989
15202,148438	-94,045464
15205,078125	-93,275673
15208,007812	-94,708496
15210,937500	-93,669090
15213,867188	-92,846306
15216,796875	-93,984901
15219,726562	-93,608070
15222,656250	-92,801445
15225,585938	-93,201004
15228,515625	-93,454094
15231,445312	-93,022499
15234,375000	-92,690178
15237,304688	-92,689751
15240,234375	-92,181389
15243,164062	-93,261421
15246,093750	-93,771294
15249,023438	-93,508972
15251,953125	-93,435196
15254,882812	-93,839706
15257,812500	-94,285004
15260,742188	-94,920128
15263,671875	-93,778412
15266,601562	-93,394966
15269,531250	-94,090210
15272,460938	-93,398361
15275,390625	-93,549232
15278,320312	-93,322464
15281,250000	-92,384811
15284,179688	-92,858879
15287,109375	-93,873199
15290,039062	-93,998268
15292,968750	-94,650200
15295,898438	-93,944069
15298,828125	-93,147934
15301,757812	-93,455719
15304,687500	-93,822174
15307,617188	-94,287216
15310,546875	-93,931389
15313,476562	-93,154518
15316,406250	-93,288544
15319,335938	-93,352921
15322,265625	-93,442841
15325,195312	-93,169182
15328,125000	-93,804482
15331,054688	-94,440956
15333,984375	-93,716751
15336,914062	-93,246155
15339,843750	-92,874557
15342,773438	-93,708740
15345,703125	-93,759590
15348,632812	-93,955437
15351,562500	-93,797318
15354,492188	-93,608284
15357,421875	-93,172386
15360,351562	-93,530800
15363,281250	-93,664024
15366,210938	-93,495171
15369,140625	-94,195251
15372,070312	-93,061974
15375,000000	-93,095207
15377,929688	-93,583664
15380,859375	-93,627518
15383,789062	-92,644775
15386,718750	-93,221489
15389,648438	-93,372360
15392,578125	-94,522827
15395,507812	-94,580833
15398,437500	-93,954742
15401,367188	-94,166534
15404,296875	-94,333282
15407,226562	-94,466568
15410,156250	-94,044434
15413,085938	-94,311333
15416,015625	-94,824600
15418,945312	-94,628944
15421,875000	-93,836906
15424,804688	-92,867188
15427,734375	-93,514725
15430,664062	-93,887680
15433,593750	-94,478127
15436,523438	-93,301231
15439,453125	-92,553802
15442,382812	-93,180435
15445,312500	-93,571754
15448,242188	-92,277771
15451,171875	-93,000893
15454,101562	-93,396461
15457,031250	-94,156212
15459,960938	-93,848923
15462,890625	-93,434677
15465,820312	-93,266159
15468,750000	-93,461807
15471,679688	-93,380302
15474,609375	-90,369339
15477,539062	-93,029198
15480,468750	-93,749245
15483,398438	-93,797752
15486,328125	-94,492706
15489,257812	-94,039772
15492,187500	-94,041832
15495,117188	-94,045700
15498,046875	-93,461754
15500,976562	-93,190971
15503,906250	-94,131668
15506,835938	-93,418747
15509,765625	-93,395920
15512,695312	-93,876701
15515,625000	-94,497337
15518,554688	-94,663643
15521,484375	-94,133842
15524,414062	-92,806267
15527,343750	-93,857788
15530,273438	-93,247734
15533,203125	-92,983620
15536,132812	-94,114235
15539,062500	-94,337601
15541,992188	-93,925941
15544,921875	-93,748253
15547,851562	-93,497284
15550,781250	-92,910141
15553,710938	-94,555885
15556,640625	-94,731911
15559,570312	-94,077583
15562,500000	-93,988930
15565,429688	-94,369331
15568,359375	-94,051117
15571,289062	-93,478745
15574,218750	-89,302750
15577,148438	-91,247971
15580,078125	-93,984718
15583,007812	-93,894150
15585,937500	-93,070724
15588,867188	-93,901489
15591,796875	-94,283836
15594,726562	-93,812637
15597,656250	-93,209198
15600,585938	-93,278770
15603,515625	-95,003151
15606,445312	-95,192749
15609,375000	-93,876823
15612,304688	-93,788979
15615,234375	-94,087700
15618,164062	-93,928268
15621,093750	-94,276810
15624,023438	-91,598907
15626,953125	-92,459831
15629,882812	-94,124077
15632,812500	-93,700867
15635,742188	-92,414848
15638,671875	-93,537132
15641,601562	-94,257019
15644,531250	-94,906845
15647,460938	-94,307541
15650,390625	-92,712540
15653,320312	-94,224777
15656,250000	-94,196648
15659,179688	-94,993469
15662,109375	-94,568619
15665,039062	-94,388245
15667,968750	-94,258507
15670,898438	-94,003456
15673,828125	-89,453369
15676,757812	-89,880936
15679,687500	-93,208687
15682,617188	-93,219101
15685,546875	-94,706772
15688,476562	-94,411331
15691,406250	-93,681343
15694,335938	-93,938057
15697,265625	-94,041168
15700,195312	-93,221626
15703,125000	-93,672989
15706,054688	-94,719551
15708,984375	-94,749901
15711,914062	-93,773521
15714,843750	-94,092506
15717,773438	-94,208412
15720,703125	-93,323158
15723,632812	-93,238014
15726,562500	-93,407738
15729,492188	-93,520805
15732,421875	-92,914963
15735,351562	-92,926300
15738,281250	-92,967926
15741,210938	-93,374596
15744,140625	-94,267609
15747,070312	-94,446877
15750,000000	-93,177521
15752,929688	-93,967537
15755,859375	-94,504021
15758,789062	-93,470741
15761,718750	-93,365242
15764,648438	-94,085312
15767,578125	-94,007370
15770,507812	-93,423759
15773,437500	-90,906143
15776,367188	-89,916946
15779,296875	-93,500046
15782,226562	-92,952354
15785,156250	-93,802002
15788,085938	-94,802238
15791,015625	-94,186783
15793,945312	-94,421341
15796,875000	-94,713860
15799,804688	-92,770988
15802,734375	-92,809502
